info	time	type	plate	ABL1	ADAM9	ALCAM	APP	AURKA	AURKB	AXIN1	AXL	BLMH	CASP3	CAV1	CCNA2	CCNE1	CDH1	CSTB	CTSD	EDIL3	EIF4B	EPCAM	EPHA2	ERBB2	EZR	FABP5	FAS	FGF19	FGF2	GLI3	GLO1	GRN	HMOX1	HSPB1	IGFBP2	IKBKG	ITGB5	LGALS3	LIN28A	LRPAP1	LRRC16A	MESDC2	MET	METAP1D	MIF	MKI67	NOTCH1	NPM1	NQO1	NTHL1	PARK7	PARP1	PLAU	PLAUR	POU5F1	SCAMP3	SMAD4	SOD1	SOD2	SOX2	THY1	TNC	TNFRSF10B	TP53	ZNF24
Comb_24h_sc_A2	Comb	24h	sc	A2	0.058523928	0	0	0.018843906	0	0.029289528	0	0.53600916	0	6.339764445	0	0	0.266906968	0.61782755	0	0	0	0	5.423710342	0	0.75145221	0	0	0.179524502	0	0	0	2.070677591	0	0.192668061	0	0.203991483	0.332199969	0.728418001	0	0.53543916	0.084759954	0.321480994	0.04728684	0	0.817118978	3.215183016	0.329334483	0	0	0	0.554310167	0.330610333	0	0.434786971	0	1.10713536	0	0	1.114131908	0	0.817184701	0.817157629	0	0.529892484	0.38360037	2.109817856
Comb_24h_sc_A4	Comb	24h	sc	A4	0.559323241	0	0	0.059524001	0	0.071625316	0	0.74037175	0	7.4535398	0	0	0.283769504	0.965469516	0.054637922	0	0	0	5.226325803	0	1.399297769	0.423227682	0	2.198834059	0.147899777	0	0	2.908103341	0	0.745661569	0	0.725133652	0.861685308	1.944907357	0	0.890102744	0.249762274	0.545660075	0.261912306	0	0.873049884	3.827367414	0	1.113857642	0	0.032717675	1.007591434	1.274194376	0.205303889	1.315685292	0.168695303	1.778351642	0.386486068	0.037569433	1.487569768	0.380575492	1.07492066	1.990683386	0	2.205683211	1.309087018	2.699252172
Comb_24h_sc_A5	Comb	24h	sc	A5	0.317755104	0.742883522	0	0.200676005	0.408268776	0.437641767	0.362957825	0.896229103	0	7.505265452	0	0.474143789	0.381970335	1.522191488	0	0	0	0.529495385	5.84565838	0	1.68226504	0	0	2.524785552	0.276762818	0	1.36180338	2.407766802	0.229647589	1.44585636	0	0.952926868	1.061906809	1.20957039	0	1.198467582	0.526917936	0.457294029	0.386999982	0.459245712	1.669061374	2.8058661	0.667987791	1.632606331	0	0.004361599	1.255350154	0.572389082	0.967594155	3.028797756	1.573320884	2.124314545	1.159437428	0.293986704	0.954954862	0.741801127	0.736516158	1.909578205	0	3.995938716	1.690484259	3.109314763
Comb_24h_sc_A8	Comb	24h	sc	A8	0.055986116	0	0	0.912276858	0	0	0	0.437811774	0	7.512086743	0.022358851	0	0.664889652	1.401647326	0.166915344	0	0	0	6.622392633	0	1.197828446	0.35019162	0	2.049320359	0	0	0	2.319827662	0	0.582084711	0	1.644555028	0.758767346	1.089225959	0	1.150902057	0.231860156	0.449246122	0.140902455	0	0.798579154	4.015798325	0	1.138658388	0	0	0.453436432	1.255209669	0	2.299596959	0.038625489	1.95231096	0.535774874	0	1.891232326	0	0.360712111	2.567340796	0	2.633204208	1.277102133	2.799151257
Comb_24h_sc_A9	Comb	24h	sc	A9	0.146014222	0	0	0.335772832	0	0	0	0.76602325	0.043702844	7.185776107	0.066174545	0	0.34557325	1.193425986	0	0	0	0	5.63551908	0	1.134062779	0.397219101	0	1.590846929	0	0	0	2.566612285	0	0.727000224	0	1.025734706	1.013720034	1.469178945	0	0.696551514	0.350722672	0.102971301	0.014232493	0	0.600963149	3.823118795	0.367659914	1.179430225	0	0	0.245685258	1.277381124	0	1.22477906	0.259042334	1.966117023	0.689911551	0	1.679302008	0	0.58476773	1.835058079	0	2.569684846	1.079453955	2.619659211
Comb_24h_sc_A11	Comb	24h	sc	A11	0	0	0	0	0	0	0	0.193229121	0	6.099596033	0	0	0	0.849029601	0	0	0	0	4.19359458	0	0.454452746	0	0	1.586623705	0	0	0	2.255240093	0	0.33766763	0	0.00798791	0.695794576	0	0	0.380150937	0	0.21574614	0	0	0.796422438	3.229260041	0	0.131918799	0	0	0.237832675	0.796379557	0	0	0	0	0	0	0.906675196	0	0.777033116	0	0	2.041460375	0.765264536	2.317242897
Comb_24h_sc_A12	Comb	24h	sc	A12	0.23349092	0	0	0.100980587	0.151916254	0	0.112820279	1.14622826	0	7.215486427	0	0	0	1.442561156	0.120085335	0	0	0	6.519100423	0	1.380428762	0.323912672	0	1.820006004	0.220861428	0	0	2.71847502	0	1.155907868	0	0.568663381	1.202054405	2.31845838	0	0.449281317	0.71381318	0.417922007	0.408573615	0	1.506276377	4.011711406	0.222469283	1.428741885	0	0	0.733267315	1.34245805	0.151110402	3.841752699	0.287535304	2.254357147	0.161651148	0	1.556991249	0	0.6041776	1.956319903	0	3.302353168	0.839924675	3.175503106
Comb_24h_sc_B2	Comb	24h	sc	B2	0.315563277	0	0	0.235969677	0	0	0	0.452447515	0	7.329301322	0	0	0.514979454	1.026424205	0.178533499	0	0	0	6.587601196	0	1.008887114	0.326905569	0	1.548249629	0.050598294	0	0	2.549994327	0	0.698406676	0	0.790615624	0.960574	1.463057177	0	1.006260873	0.439633243	0.824698272	0.131960163	0	1.330726184	3.867393318	0.188203992	1.008611462	0	0	0.764114314	1.238303834	0	0.396692181	0	1.626893204	0	0	1.659020188	0.23668823	0.632605913	0.938822133	0	2.539197265	0.891266149	2.986127412
Comb_24h_sc_B3	Comb	24h	sc	B3	0.216172505	0	0	0.14266719	0	0	0	1.127186988	0	7.626585187	0	0	1.201141975	1.369201081	0.114268525	0	0	0	5.597122207	0	1.124222621	0.46741943	0	0.801163969	0.047176189	0	0	2.657635902	0	0.493422862	0	0.412798777	0.720149262	1.070804702	0	0.83848659	0.28309156	0.252175684	0.283073936	0	1.343665442	3.999348249	0	1.211945909	0	0.175892807	0.748502899	1.411794045	0.095243362	1.760968614	0.371976364	1.887687734	0.082019514	0	1.507136301	0.170189734	0.635299453	1.677359531	0	2.430880605	0	2.905953948
Comb_24h_sc_B4	Comb	24h	sc	B4	0.363233982	0	0.021823128	0.424318713	0	0	0	0.8129428	0	7.730555637	0	0.055726716	1.223689346	1.974500566	0.337129755	0	0	0	5.925898477	0	1.248568197	0.393346917	0	1.192708408	0	0	0	2.936912464	0	0.647255633	0	0.997480382	1.305133745	2.778990939	0	1.114457763	0.499141642	0.620012132	0.322528036	0	0.816564957	4.106273727	0.500738306	0.51820229	0	0.152173827	1.038824325	1.502008718	0.385798903	3.206517323	1.431120841	2.260624764	0.357863992	0	1.719712649	0.24093724	0.553270075	3.033549829	0	3.026875426	3.69683976	3.398190561
Comb_24h_sc_B5	Comb	24h	sc	B5	0	0	0	0.491848999	0	0	0.034380653	0.64331036	0.110586182	6.694102268	0	0	0.036145167	1.313758208	0.103273875	0	0	0	5.795012321	0	1.435422891	0.260005981	0.638813579	1.994924498	0	0	0.079296446	2.465239089	0.330469565	0.380996916	0.536106394	0.546204316	0.968743169	0.363180685	0.224471974	0.886580405	0.367338166	0.513434279	0.156542783	0	1.170324071	3.732296418	0.42098859	1.086753553	0	0	0.932105039	1.507549521	0	0.731152233	0.320990253	1.050385258	0.272062949	0	1.770762687	0.417854687	0.821003632	1.053719719	0	2.66985448	0.833778479	2.555396801
Comb_24h_sc_B6	Comb	24h	sc	B6	0	0	0	0.683745288	0	0	0	0.880097607	0.126234564	7.257349945	0	0	0	1.842062507	0	0	0	0	7.125221377	0	1.386550015	0.270165247	0	1.262165255	0	0	0	2.57477537	0	0.730659655	0	1.443550449	1.288301331	2.420320442	0	0.8253549	0.511889102	0.177873659	0.210623506	0	0.595045999	3.922501804	0	2.247893777	0	0	0.971467	1.416229768	0.142657158	2.855237544	0.343171	1.847763533	0.268180482	0.104982003	1.891577276	0.215811011	0.53345006	2.445869328	0	3.848172904	0.690816506	3.031986809
Comb_24h_sc_B7	Comb	24h	sc	B7	0.174814394	0	0	0	0	0	0	0.163891788	0	6.488411612	0	0	0.561668785	0.603377892	0	0	0	0	5.90877	0	1.078507448	0	0	0.09121865	0	0	0.089809557	2.224018643	0	0.271382372	0	0.276556573	0.664935579	1.431072639	0	0.803819536	0.083762105	0.285048099	0	0	0.050293392	3.71134987	0	0.764538965	0	0	0.171535801	1.017698345	0	0.153077909	0.051607155	1.554421189	0.129522297	0	1.267046745	0	0.259480557	1.305990324	0	1.740843043	0.44282959	2.772602157
Comb_24h_sc_B8	Comb	24h	sc	B8	0.057360017	0	0	0.138443398	0	0	0	0.407156389	0	6.986008574	0	0	0.12092392	1.280635795	0	0	0	0	5.692813033	0	1.127141343	0.031620983	0	1.566032563	0	0	0	2.636602037	0	0.242465644	0	0.900126594	0.981217018	0.419726573	0	0.967561013	0.175833725	0.473747557	0.034131084	0	1.169062948	3.71365288	0	1.099718629	0	0	0.372409449	1.403916286	0.69257891	2.625990933	0.931877142	1.871087929	0	0	1.598531986	0	0.721805359	1.999791461	0	3.274471853	4.208171883	0.546723139
Comb_24h_sc_B9	Comb	24h	sc	B9	0	0	0	0.586257042	0	0	0.375241042	0.551773295	0	8.106805961	0.185563693	0	1.110054191	1.32412434	0.144431501	0	0	0	6.762743194	0	1.256534644	0.374777107	0	1.61234476	0	0	0	3.007684218	0	1.59903103	0	0.727657136	1.393975308	1.678737391	0	1.072154621	0.545086787	0.409205846	0.110074227	0.093660375	0.641727155	4.194134339	0	0.978630861	0	0.143829565	0.197492947	1.52642325	0	3.535983029	2.055059082	2.203923559	0	0	1.781351866	0	0.668867677	1.944210734	0	2.854921134	2.532534175	3.223301648
Comb_24h_sc_B10	Comb	24h	sc	B10	0.255538851	0	0	0.148718529	0	0	0	0.481660608	0	7.265184194	0	0	0.121884009	0.992475572	0	0	0	0	5.645774207	0	1.061604657	0.277936674	0	1.256713457	0	0	0.151715011	2.319390833	0	1.484434516	0	0.828973076	0.731049433	1.533016144	0	0.493776466	0.537663056	0.193852549	0.181431211	0	0.670402236	3.50567021	0	1.182524075	0	0	0.747029539	1.101770172	0	3.826478853	2.437570614	1.78585537	0.193041367	0	1.342139986	0	0.718298946	1.608272641	0	3.265852185	0	2.645635614
Comb_24h_sc_B11	Comb	24h	sc	B11	0.316806798	0	0	0.354786309	0.022624595	0	0.24324986	0.832995653	0.026950895	7.392810402	0	0.099537393	0.859541454	1.213833696	0.121821866	0	0	0	6.15102724	0	1.532327785	0.305331967	0	2.078241003	0.132856934	0	0.270306295	2.763450296	0.207498983	0.878331938	0	0.674885389	1.043275314	0.261322575	0	1.023537755	0.443541605	0.401762214	0.162801814	0	0.768565107	3.813023905	0.433905414	1.680047387	0	0	0.706049421	1.359384355	0	1.17362296	0	1.988386464	0.117150232	0.092540782	1.720855379	0.013263103	0.999178366	1.353904035	0	3.021607082	0.613099252	2.728197446
Comb_24h_sc_B12	Comb	24h	sc	B12	0	0	0	0.02382244	0	0	0	0.721680207	0	5.255180014	0	0	0.338026899	1.246805223	0	0	0	0	6.137445188	0	1.06594354	0	0	1.523212307	0.040385146	0	0	0.667448637	0	0.777527729	0	0.662553445	0	0.985112	0	0.582054293	0.199305691	0	0	0	0.399338109	1.374250346	0.105850518	1.154799604	0	0	0.546268239	0	0	1.364953977	0.021998231	1.305733029	0	0	0.343652748	0	0.340056908	1.424644215	0	2.719337415	0	2.436558539
Comb_24h_sc_C3	Comb	24h	sc	C3	0.100858436	0	0	0.415699002	0	0	0	0.856232513	0.213510122	8.166119234	0	0	1.373328594	1.576219965	0.251080991	0	0	0	5.829741504	0	1.357900473	0.127828848	0	1.476736216	0	0	0.090591038	3.154326581	0	0.882241872	0	1.067779058	1.079342361	1.163738802	0	1.669066598	0.560918056	0.811494165	0.302223871	0	0.96451735	4.578155973	0.356355993	1.01617578	0	0.022816711	0.528876147	1.829878958	0.114287974	1.277595037	0.365627181	1.717690148	0.330217918	0	2.268174115	0.325444762	0.813469897	1.534976481	0	2.900259852	2.616089687	2.951192549
Comb_24h_sc_C5	Comb	24h	sc	C5	0	0	0	0.059517814	0	0	0	0.43178079	0	6.718177837	0	0	0	0.95816423	0	0	0	0	5.739201549	0	0.951429208	0	0	1.221810082	0	0	0.063544938	2.420831416	0.112005585	0.110787171	0	0.656196783	0.69248447	2.011221801	0	0.85771492	0.34582907	0.017954224	0.036484118	0	0.894173201	3.427225707	0	1.198183095	0	0	0.490898573	1.128144083	0	1.642110108	0	1.753448222	0.24198946	0	1.366872437	0	0.477402803	1.39844093	0	2.170224671	0.577525236	2.354476359
Comb_24h_sc_C6	Comb	24h	sc	C6	0.184919732	0	0	0.152557898	0	0	0	0.446710138	0	7.641810064	0	0	0.711411877	1.218607198	0	0	0	0	6.036048044	0	1.141469412	0	0	1.920053685	0.13949925	0	0	2.467675964	0	1.132553801	0	0.709485714	0.842627982	1.901643844	0	0.880320425	0.432421139	0.235893799	0.263297202	0	1.22788682	3.982344336	0	1.442996669	0	0	0.19217637	1.372041693	0	2.116213564	0.573946064	2.261098348	0	0	1.633131131	0	0.566824155	2.292853116	0	2.733011824	2.742631377	2.855268767
Comb_24h_sc_C7	Comb	24h	sc	C7	0	0	0	0.45869712	0	0	0	0.767262332	0	6.61420723	0	0	0.929968983	1.278467697	0	0	0	0	6.316756592	0	1.195316314	0.029141207	0	1.157400068	0	0	0	2.420654234	0	0.278636193	0	1.143039196	0.764429454	0.95174657	0	0.848725141	0.357307186	0.525031654	0	0.116461073	0.603230892	3.984121412	0	0.956682906	0	0	0.57566037	1.200726441	0	0.583564673	0.19802786	1.455804461	0	0	1.664515493	0	0.576558405	0.832587985	0	2.662395436	0.26618972	2.807350774
Comb_24h_sc_C8	Comb	24h	sc	C8	0.135015372	0	0	0.402726026	0.288749099	0	0	0.582405229	0	10.43562562	0	0.288624816	0	1.02823219	0.057534966	0	0	0	5.749184122	0	1.298050377	0.040872865	0	1.783972407	0	0	0	2.578111272	0	0.63535101	0	0.768479227	1.08339074	1.35960264	0	1.000196823	0.483918505	0.422089102	0.213411215	0.087551961	1.098577364	4.288933695	0	1.7668673	0	0	1.062610847	1.516698131	0	2.107520905	0.364500684	2.580719238	0.25424687	0	1.543176118	0.19872007	0.577974746	2.026426991	0	3.012977733	0.540168152	3.345696907
Comb_24h_sc_C9	Comb	24h	sc	C9	0.204855794	0	0	0.342016708	0	0	0.160299388	0.824185132	0.045883892	7.841533474	0	0	0.760989422	1.05249338	0.068418953	0	0	0	6.696306459	0	1.4794966	0.562277159	0	2.50418101	0.373232049	0	0.032814556	2.69014067	0	0.878022738	0	0.377558099	1.621109385	1.02102673	0	1.085633828	0.564622741	0.593937688	0.314865009	0	1.221267439	4.274190209	0.196068597	1.657468303	0	0	0.582972046	1.430350517	0.096127003	1.208131244	0.583454095	2.326234544	0.449348628	0	1.751202344	0.098370651	0.842849984	2.10730432	0	3.202064328	2.258765477	2.954436288
Comb_24h_sc_C10	Comb	24h	sc	C10	0.1589036	0	0	0.761292735	0.202987963	0	0	0.373668344	0	7.185651662	0.019244864	0.163486134	0	1.726074012	0.191296673	0	0	0	6.292635494	0	1.568842915	0.388005699	0	1.942855355	0.097406003	0	0	2.787257633	0	1.268528267	0	1.275581707	1.377626255	2.043472099	0	1.145619442	0.631369756	0.165886948	0.243167337	0	1.423157671	4.398552993	0	2.205755478	0	0	0.597856945	1.652314943	0.293832318	3.375555128	1.658057598	2.184778971	0.478348651	0	1.975508084	0.056138584	0.687293197	2.05310899	0	3.995090485	0.794672569	2.895506361
Comb_24h_sc_C11	Comb	24h	sc	C11	0.094164449	0	0	0.300951522	0	0	0	0.685742613	0	6.598395992	0	0	0.540705229	1.678140844	0	0	0	0	5.385966292	0	1.445898157	0.08029263	0	0.880881398	0	0	0	2.431819018	0	0.386952953	0	0.827523159	0.713415966	0.481995121	0	0.639157389	0.149651503	0.204923239	0	0.042574273	0.295541536	4.103062204	0.418044603	1.491480468	0	0	0.489570796	1.441448176	0	1.150145294	0	1.023881749	0.175935675	0	1.63869328	0	0.759756174	0.315255739	0	3.029450179	0.595045069	2.699294153
Comb_24h_sc_C12	Comb	24h	sc	C12	0.733489509	0	0	0.143347131	0	0	0.11447396	0.963480732	0	6.961901931	0	0.282152131	0.471054699	1.043934228	0	0	0	0.051614387	6.046668751	0	1.417449182	0	0	1.34279948	0.181464503	0	1.327085457	2.525461594	0.028571767	0.262734254	0	0.549061208	0.949191894	0.203883183	0	0.821088236	0.23687963	0	0	0.022553961	1.506301145	3.785515967	0.147304978	1.730378353	0	0	1.05150024	1.083629386	0.366815914	1.364824434	0	1.399374525	0	0	1.542564278	0	1.275423629	0.851117895	0	2.393569131	3.142488358	2.530101626
Comb_24h_sc_D2	Comb	24h	sc	D2	0	0	0	0.000723075	0	0.044272638	0	0.700802912	0	6.589724772	0	0	1.168072697	1.460775167	0	0	0	0	6.164537431	0	1.446876688	0	0	1.526693913	0	0	0	2.411879185	0	0.541997687	0	0.872371467	0.507628644	0.800986608	0	0.894761901	0.234751524	0.377338066	0.135388702	0	1.083176639	3.473245189	0	1.428749665	0	0.017849208	0.698773174	1.025793857	0.653635416	1.388417516	0	1.541195739	0.314811912	0	1.43127398	0	0.523641366	1.428676747	0	2.533729804	1.988318346	2.966638164
Comb_24h_sc_D4	Comb	24h	sc	D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066886217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comb_24h_sc_D5	Comb	24h	sc	D5	0	0	0	0	0	0	0	0	0	6.221094106	0	0	0	0.371570482	0	0	0	0	5.006803511	0	0.700629323	0	0	0	0	0	0	1.787196386	0	0	0	0.008388316	0.469670355	0.336431991	0	0	0	0	0	0	0.590492998	3.137651322	0	0.231370622	0	0	1.52126e-05	0.653136696	0	0.174142716	0	1.248585509	0	0	0.8103986	0	0	1.342719131	0	1.259791588	0.056403317	2.555409345
Comb_24h_sc_D7	Comb	24h	sc	D7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039114007	0	0	0	0.275733785	0	0	0	0	0	0	0	0	0	0	0	0	0.000980405	0.058276197	0	0	0	0.005400605	0	0	0	0.278353787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comb_24h_sc_D8	Comb	24h	sc	D8	0	0	0	0.017186644	0	0	0	0.377557118	0	7.099880073	0	0	0.724247126	1.039536349	0	0	0	0	6.070766071	0	0.924978657	0	0	1.150101483	0	0	0	2.492606256	0	1.190614931	0	0.656506297	0.814096267	1.079968125	0	0.781387193	0.281388987	0.530053153	0.13809082	0	1.134871871	3.489752981	0	1.049079613	0	0	0.464172146	0.866008001	0.313241969	2.197887179	0.021332327	1.867644238	0	0	1.364523709	0	0.383531821	1.208087778	0	2.710838103	2.192432136	2.848984345
Comb_24h_sc_D10	Comb	24h	sc	D10	0	0	1.174597565	0.673797585	0	0	0	0.510115953	0.035520466	5.821283661	0.264929758	0	0.656515633	1.656523285	0	0	0	0	6.635730783	0	1.279594223	0	0	2.171091859	0.057354563	0	0	1.276186749	0	1.229078816	0	0.955937873	1.117763669	1.605316006	0	0.741849439	0.414091695	0.204781226	0.238976495	0.0163625	1.276254415	2.357058469	0	1.263561668	0	0	0.440217916	0.382236257	0.235548777	1.777013752	0	1.798326761	0.193442011	0	0.869770424	0	0.621177663	1.520169632	0	3.452679787	0.845082903	2.659141698
Comb_24h_sc_D11	Comb	24h	sc	D11	0	0	0	0.197209048	0	0	0	0.517528786	0.055964334	6.54125948	0	0	1.027474363	1.012364386	0	0	0	0	5.801047827	0	1.07639476	0.094043475	0	1.45965395	0	0	0	2.129916124	0	0.472188146	0	1.091066091	0.62589899	1.362058451	0	0.658823173	0.424062189	0	0	0	0.669411511	3.715201577	0	0.989703172	0	0	0.132338183	0.995777777	0.113113015	1.532051591	0.134541969	2.727743186	0.045017432	0	1.397557035	0	0.009291246	1.31491485	0	2.137337395	2.414392152	2.669029169
Comb_24h_sc_D12	Comb	24h	sc	D12	0	0	0	0	0	0	0	0.701705814	0.092016612	7.31577693	0	0	0	1.341494068	0	0	0	0	5.168536716	0	1.125965426	0.272106586	0	2.416259552	0.009707538	0	0	2.094560154	0	0.386255016	0	0.448704691	0.908901428	1.071712034	0	0.529974823	0.48360793	0	0	0	0.68954571	3.641173777	0	1.196355778	0	0	0.324861929	0.970075611	0.136275255	1.169039371	0	1.389400483	0.077799271	0	1.232928877	0	0.460104981	0.941709746	0	2.269479342	0.500310058	2.331871564
Comb_24h_sc_E2	Comb	24h	sc	E2	0.26630778	0	0	0	0	0.095035441	0	1.12005962	0	7.641183899	0	0	0	1.026039564	0	0	0	0	5.583858093	0	1.135976799	0.244195935	0	1.807612539	0	0	0.141701016	2.507076786	0	0.963112466	0	0.654903156	1.149640894	1.978263904	0	1.229450701	0.502728643	0.783555963	0.320017056	0	0.635688129	3.843519434	0.858495125	1.324753018	0	0.043507909	0.480754971	1.26052423	0.300491552	1.838192326	0.192312524	1.930772225	0.342618707	1.951766785	1.609550724	0.156246432	0.705460924	2.394346521	0	2.909208898	0	2.985170053
Comb_24h_sc_E3	Comb	24h	sc	E3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344702207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194588543	0	0	0	0	0.56075014	0	0	0	0	0	0	0	0	0	0
Comb_24h_sc_E4	Comb	24h	sc	E4	0	0	0	0.194596109	0	0	0	0.531431075	0	2.902082567	0	0	0	1.027463033	0	0	0	0	5.298018932	0	1.086410576	0	0	0.821871756	0.041685437	0	0	0	0	0.400259686	0	0.614144748	0	1.579393956	0	0	0	0	0	0	0.239404296	0.871488375	0	0.895309622	0	0	0.109281046	0	0	1.264960375	0.011192781	0	0.124389968	0	0	0	0.124481279	1.013450069	0	2.85157464	1.064550396	2.312993327
Comb_24h_sc_E5	Comb	24h	sc	E5	0.279512947	0	0	0	0	0	0	0.358608422	0	7.483705426	0	0	0.196610803	1.10430939	0	0	0	0	5.566989026	0	1.350607496	0	0	1.123804167	0	0	0	2.776491332	0	0.584326437	0	0.615979365	0.723044597	2.141729386	0	0.809262304	0.363178813	0.501748176	0.05535	0	1.150113105	4.209127845	0.113492643	1.096217587	0	0.131525564	0.683628446	1.303356352	0	2.743325452	1.346347915	2.05567825	0.487541598	0.108886621	1.688319955	0.120678789	0	1.973370605	0	3.503187835	3.597587586	2.637872362
Comb_24h_sc_E6	Comb	24h	sc	E6	0	0	0	0.382527315	0	0	0	1.219990811	0	8.528105358	0.280600676	0	0.753770465	1.537556925	0	0	0	0	6.862069202	0	0.706629662	0.266576829	0	1.362863025	0	0	0	2.522939058	0	0.573227591	0	0.279513513	1.061355035	1.292851566	0	0.584554524	0.178379425	0.233439197	0.128514183	0.382652211	1.286285309	3.809182714	0	0.662008632	0	0	0.392206482	1.242832987	0	3.59552968	0.825991138	1.710698683	0.298911868	0	1.750869632	0	0.147088214	1.612045466	0	3.964486207	1.613325532	2.901121103
Comb_24h_sc_E7	Comb	24h	sc	E7	0.522745767	0	0	0.354993994	0	0	0.357486639	0.735623479	0	8.099721068	0.599720241	0	0.613329812	1.255613369	0.236887437	0	0	0	5.585555047	0	1.767264352	1.518834397	0	2.418997228	0.149367385	0	0.056204253	3.75482052	0	0.9258285	0	0.589922057	1.459558453	1.036185902	0	1.216870617	0.642897325	0.950197408	0.417591715	0	1.289401219	4.23776376	0.047287825	1.464729652	0	0.292775249	0.780570268	1.600721226	0	1.467380961	0	2.137403591	0.344139568	0.080589743	1.828891087	0.279325405	0.614976441	1.878346684	0	3.085630331	3.146389835	3.056431879
Comb_24h_sc_E8	Comb	24h	sc	E8	0.312118109	0	0	0.365925892	0.387129698	0	0	0.703599027	0	7.426992657	0	0.367257943	0	1.508548523	0.144293871	0	0	0	6.207855083	0	1.142348843	0.357896026	0	1.328451634	0	0	0.342879087	3.009717235	0	1.413718853	0	1.230174847	0.869939475	0.71371901	0	1.647449703	0.538139428	0.041521688	0.110704102	0	0.812483998	4.549008476	0	1.948841457	0	0	0.829451749	1.506572376	0.474395458	1.555298091	0	1.742723465	0	0.019262825	2.0942266	0.040591633	0.61051211	1.39413546	0	3.305409919	0.498389032	3.606600507
Comb_24h_sc_E9	Comb	24h	sc	E9	0.281546942	0	0	0.265811381	0.897455197	0.12212645	0	0.905439701	0	7.766932963	0	0.542170349	0	1.473825185	0.037036671	0	0	0	5.880176172	0	1.573383794	0.345262002	0	1.67295874	0	0	0	2.851539306	0	0.623696917	0	0.469661243	1.105387432	1.801188632	0	1.17389327	0.518494765	0.738253839	0.264838177	0	1.290419308	4.333339051	0.416509592	1.019815487	0	0.019369333	0.718099	1.670909883	0.139340425	1.740243937	0	2.267329307	0	0	1.997051602	0	0.230244548	1.980137376	0	2.677977612	0	3.334280666
Comb_24h_sc_E10	Comb	24h	sc	E10	0	0	0	0	0	0	0	0.511442495	0	6.139508743	0	0	0	0.749730267	0	0	0	0	6.161906858	0	0.834516338	0	0	1.696652072	0	0	0	2.422948888	0	0.210202188	0	0.407477019	0.75830156	1.853918582	0	0.648097097	0.045894885	0.185299317	0	0	0.39863979	3.702346996	0	0.746158886	0	0	0.505083589	1.077329734	0	1.84922891	0	1.585575188	0	0	1.232656816	0	0.477697338	1.384540845	0	2.275784185	0	2.40974335
Comb_24h_sc_E11	Comb	24h	sc	E11	0	0	0	0	0	0	0	0.48968952	1.584737036	5.772339287	0	0	0	1.173215434	0	0	0	0	4.839629904	0	1.258714455	0	0	0.827306052	0	0	0	1.819173894	0	0.023654308	0	0.259094962	0.476259831	0.389502601	0	0.6544058	0.183679209	0	0.054078307	0.072657068	1.260912547	3.297302127	0	0.479055704	0	0	0.612737662	0.923666483	0.232432208	0.727159682	0	0.792747347	0.093846966	0	1.482999216	0	0.403370141	0	0	1.863840048	0	2.273050247
Comb_24h_sc_E12	Comb	24h	sc	E12	0.581190669	0	0	0.360500036	0.247875216	0	0.427653233	0.571713075	0.244746857	7.555996672	0	0.35584802	0.274385939	1.214112026	0.283849568	0	0	0	6.033441101	0	1.408767879	0.486392177	0	1.730636211	0.253402101	0	0	2.861382659	0	0.626579789	0	0.990984476	1.094844224	1.697633884	0	1.177297159	0.666917348	0.846081531	0.339580306	0	1.568810596	4.544749542	0.172992623	1.856069024	0	0	0.602197146	1.79352405	0.258414349	3.280203715	2.18832506	2.475169014	0.332643485	0	1.920554515	0.262641947	0.743220399	2.574722884	0	3.794952696	3.781460525	3.284834631
Comb_24h_sc_F2	Comb	24h	sc	F2	0.061558313	0	0	0.184243704	0.04707353	0	0.278358538	0.716806485	0	6.533198375	0	0.014373471	0.656872366	1.136025771	0	0	0	0	6.170851231	0	1.435072204	0	0	0.142780538	0.012172065	0	0.478698166	2.828786091	0	0.071819151	0	0.836032826	1.027959856	1.647305953	0	1.362617771	0.450366208	0.34568417	0.158415621	0	1.073819738	4.141942252	0.109974158	1.408193975	0	0.2373434	0.334628011	1.42377587	0	1.062769036	0	2.369936328	0.003840647	0	1.89885474	0	0.385050542	1.688716286	0	3.271399708	1.593145887	2.994451278
Comb_24h_sc_F4	Comb	24h	sc	F4	0.187322317	0	0	0.756000703	0.033336201	0	0	1.122301827	0.017675586	8.793844301	0.346768817	0.0047156	0.184946711	1.749610066	0.41156109	0	0	0	6.00129482	0	1.576330644	0.733062304	0	1.553425354	0.101828188	0	0.216161936	2.729298368	0	1.618115865	0	1.127998503	1.192165502	2.191003451	0	1.079380016	0.734065164	0.289972619	0.396820471	0	0.969562041	4.303449829	0.280718517	1.840263154	0	0	0.539454326	1.622513062	0	2.710882087	0	2.412219309	0.036928006	0	2.123690567	0.096725153	0.624515879	2.473536974	0	2.942927605	1.776425609	3.454140582
